t_s,phase,step_index,Hdot_s_realized_cont_x_Nm,Hdot_s_realized_cont_y_Nm,Hdot_s_realized_cont_z_Nm,Hdot_s_realized_norm_Nm,tauw_x_Nm,tauw_y_Nm,tauw_z_Nm,hw_x_Nms,hw_y_Nms,hw_z_Nms,theta_s_x_deg,theta_s_y_deg,theta_s_z_deg,d_grip_swing_mm
15.0400,DS_interstep,1,-1.067436e-02,-2.903026e-01,7.892502e-01,8.410145e-01,1.150092e-02,2.769823e-01,-7.673084e-01,5.584798e-02,4.404924e-01,-6.264107e-01,-1.144397e-02,1.864912e-01,-2.512191e-01,0.0018
15.0500,DS_interstep,1,-4.514934e-03,-2.831191e-01,7.830731e-01,8.326946e-01,5.198281e-03,2.697950e-01,-7.612128e-01,5.587118e-02,4.418193e-01,-6.301853e-01,-1.143242e-02,1.862722e-01,-2.508505e-01,0.0017
15.0600,DS_interstep,1,1.381139e-03,-2.761359e-01,7.765774e-01,8.242120e-01,-8.377105e-04,2.628068e-01,-7.547916e-01,5.586420e-02,4.431112e-01,-6.339277e-01,-1.142093e-02,1.860537e-01,-2.504833e-01,0.0017
15.0700,DS_interstep,1,7.008427e-03,-2.693439e-01,7.697824e-01,8.155735e-01,-6.601142e-03,2.560089e-01,-7.480644e-01,5.582840e-02,4.443690e-01,-6.376362e-01,-1.140952e-02,1.858357e-01,-2.501175e-01,0.0017
15.0800,DS_interstep,1,1.236141e-02,-2.627371e-01,7.627095e-01,8.067895e-01,-1.208602e-02,2.493952e-01,-7.410529e-01,5.576518e-02,4.455938e-01,-6.413095e-01,-1.139823e-02,1.856183e-01,-2.497530e-01,0.0017
15.0900,DS_interstep,1,1.743488e-02,-2.563123e-01,7.553817e-01,7.978731e-01,-1.728668e-02,2.429626e-01,-7.337807e-01,5.567596e-02,4.467863e-01,-6.449462e-01,-1.138708e-02,1.854015e-01,-2.493898e-01,0.0017
15.1000,DS_interstep,1,2.222429e-02,-2.500677e-01,7.478232e-01,7.888392e-01,-2.219816e-02,2.367095e-01,-7.262724e-01,5.556219e-02,4.479474e-01,-6.485452e-01,-1.137610e-02,1.851852e-01,-2.490279e-01,0.0017
15.1100,DS_interstep,1,2.672606e-02,-2.440030e-01,7.400588e-01,7.797043e-01,-2.681651e-02,2.306358e-01,-7.185533e-01,5.542534e-02,4.490782e-01,-6.521055e-01,-1.136531e-02,1.849693e-01,-2.486673e-01,0.0017
15.1200,DS_interstep,1,3.093776e-02,-2.381189e-01,7.321132e-01,7.704852e-01,-3.113898e-02,2.247421e-01,-7.106487e-01,5.526688e-02,4.501794e-01,-6.556260e-01,-1.135472e-02,1.847540e-01,-2.483079e-01,0.0017
15.1300,DS_interstep,1,3.485829e-02,-2.324159e-01,7.240107e-01,7.611989e-01,-3.516425e-02,2.190294e-01,-7.025833e-01,5.508830e-02,4.512520e-01,-6.591061e-01,-1.134436e-02,1.845392e-01,-2.479499e-01,0.0017
15.1400,DS_interstep,1,3.848803e-02,-2.268949e-01,7.157747e-01,7.518617e-01,-3.889248e-02,2.134986e-01,-6.943811e-01,5.489109e-02,4.522969e-01,-6.625449e-01,-1.133424e-02,1.843248e-01,-2.475930e-01,0.0017
15.1500,DS_interstep,1,4.182881e-02,-2.215565e-01,7.074275e-01,7.424895e-01,-4.232540e-02,2.081503e-01,-6.860649e-01,5.467672e-02,4.533150e-01,-6.659420e-01,-1.132439e-02,1.841110e-01,-2.472374e-01,0.0017
15.1600,DS_interstep,1,4.488400e-02,-2.164004e-01,6.989900e-01,7.330966e-01,-4.546634e-02,2.029847e-01,-6.776559e-01,5.444667e-02,4.543073e-01,-6.692969e-01,-1.131481e-02,1.838975e-01,-2.468831e-01,0.0017
15.1700,DS_interstep,1,4.765846e-02,-2.114260e-01,6.904814e-01,7.236966e-01,-4.832015e-02,1.980011e-01,-6.691738e-01,5.420235e-02,4.552745e-01,-6.726092e-01,-1.130551e-02,1.836846e-01,-2.465299e-01,0.0017
15.1800,DS_interstep,1,5.015847e-02,-2.066318e-01,6.819193e-01,7.143014e-01,-5.089319e-02,1.931981e-01,-6.606367e-01,5.394519e-02,4.562177e-01,-6.758787e-01,-1.129651e-02,1.834720e-01,-2.461779e-01,0.0017
15.1900,DS_interstep,1,5.239169e-02,-2.020154e-01,6.733198e-01,7.049218e-01,-5.319326e-02,1.885736e-01,-6.520607e-01,5.367653e-02,4.571378e-01,-6.791051e-01,-1.128781e-02,1.832599e-01,-2.458270e-01,0.0017
15.2000,DS_interstep,1,5.436700e-02,-1.975738e-01,6.646973e-01,6.955672e-01,-5.522941e-02,1.841244e-01,-6.434607e-01,5.339771e-02,4.580355e-01,-6.822883e-01,-1.127942e-02,1.830482e-01,-2.454773e-01,0.0017
15.2100,DS_interstep,1,5.609442e-02,-1.933029e-01,6.560647e-01,6.862459e-01,-5.701191e-02,1.798468e-01,-6.348496e-01,5.310999e-02,4.589118e-01,-6.854284e-01,-1.127135e-02,1.828369e-01,-2.451288e-01,0.0017
15.2200,DS_interstep,1,5.758497e-02,-1.891982e-01,6.474334e-01,6.769653e-01,-5.855203e-02,1.757360e-01,-6.262393e-01,5.281458e-02,4.597675e-01,-6.885252e-01,-1.126360e-02,1.826261e-01,-2.447813e-01,0.0017
15.2300,DS_interstep,1,5.885047e-02,-1.852543e-01,6.388137e-01,6.677316e-01,-5.986192e-02,1.717869e-01,-6.176400e-01,5.251264e-02,4.606034e-01,-6.915789e-01,-1.125617e-02,1.824156e-01,-2.444350e-01,0.0017
15.2400,DS_interstep,1,5.990345e-02,-1.814654e-01,6.302146e-01,6.585503e-01,-6.095441e-02,1.679936e-01,-6.090609e-01,5.220526e-02,4.614203e-01,-6.945896e-01,-1.124908e-02,1.822055e-01,-2.440897e-01,0.0017
15.2500,DS_interstep,1,6.075692e-02,-1.778252e-01,6.216442e-01,6.494264e-01,-6.184287e-02,1.643498e-01,-6.005102e-01,5.189344e-02,4.622190e-01,-6.975573e-01,-1.124230e-02,1.819958e-01,-2.437455e-01,0.0017
15.2600,DS_interstep,1,6.142422e-02,-1.743269e-01,6.131097e-01,6.403642e-01,-6.254101e-02,1.608487e-01,-5.919951e-01,5.157815e-02,4.630001e-01,-7.004823e-01,-1.123586e-02,1.817864e-01,-2.434023e-01,0.0016
15.2700,DS_interstep,1,6.191887e-02,-1.709637e-01,6.046175e-01,6.313674e-01,-6.306269e-02,1.574834e-01,-5.835221e-01,5.126027e-02,4.637644e-01,-7.033648e-01,-1.122974e-02,1.815774e-01,-2.430602e-01,0.0016
15.2800,DS_interstep,1,6.225439e-02,-1.677284e-01,5.961733e-01,6.224396e-01,-6.342181e-02,1.542468e-01,-5.750969e-01,5.094061e-02,4.645124e-01,-7.062051e-01,-1.122395e-02,1.813688e-01,-2.427191e-01,0.0016
15.2900,DS_interstep,1,6.244416e-02,-1.646139e-01,5.877823e-01,6.135838e-01,-6.363208e-02,1.511318e-01,-5.667247e-01,5.061992e-02,4.652448e-01,-7.090033e-01,-1.121848e-02,1.811605e-01,-2.423790e-01,0.0016
15.3000,DS_interstep,1,6.250125e-02,-1.616132e-01,5.794492e-01,6.048030e-01,-6.370694e-02,1.481312e-01,-5.584101e-01,5.029886e-02,4.659622e-01,-7.117598e-01,-1.121333e-02,1.809526e-01,-2.420399e-01,0.0016
15.3100,DS_interstep,1,6.243835e-02,-1.587193e-01,5.711782e-01,5.960997e-01,-6.365938e-02,1.452379e-01,-5.501573e-01,4.997806e-02,4.666650e-01,-7.144749e-01,-1.120850e-02,1.807450e-01,-2.417018e-01,0.0015
15.3200,DS_interstep,1,6.226763e-02,-1.559254e-01,5.629731e-01,5.874766e-01,-6.350188e-02,1.424452e-01,-5.419702e-01,4.965806e-02,4.673539e-01,-7.171490e-01,-1.120398e-02,1.805377e-01,-2.413646e-01,0.0015
15.3300,DS_interstep,1,6.200066e-02,-1.532250e-01,5.548376e-01,5.789358e-01,-6.324628e-02,1.397464e-01,-5.338522e-01,4.933936e-02,4.680292e-01,-7.197823e-01,-1.119978e-02,1.803308e-01,-2.410284e-01,0.0015
15.3400,DS_interstep,1,6.164833e-02,-1.506118e-01,5.467747e-01,5.704796e-01,-6.290373e-02,1.371353e-01,-5.258067e-01,4.902238e-02,4.686915e-01,-7.223753e-01,-1.119588e-02,1.801242e-01,-2.406932e-01,0.0015
15.3500,DS_interstep,1,6.122083e-02,-1.480801e-01,5.387876e-01,5.621101e-01,-6.248465e-02,1.346060e-01,-5.178364e-01,4.870752e-02,4.693411e-01,-7.249283e-01,-1.119228e-02,1.799179e-01,-2.403588e-01,0.0015
15.3600,DS_interstep,1,6.072758e-02,-1.456242e-01,5.308789e-01,5.538291e-01,-6.199867e-02,1.321530e-01,-5.099441e-01,4.839510e-02,4.699784e-01,-7.274417e-01,-1.118898e-02,1.797120e-01,-2.400254e-01,0.0014
15.3700,DS_interstep,1,6.017725e-02,-1.432391e-01,5.230512e-01,5.456384e-01,-6.145463e-02,1.297709e-01,-5.021324e-01,4.808542e-02,4.706037e-01,-7.299159e-01,-1.118598e-02,1.795063e-01,-2.396929e-01,0.0014
15.3800,DS_interstep,1,5.957775e-02,-1.409201e-01,5.153069e-01,5.375399e-01,-6.086059e-02,1.274552e-01,-4.944036e-01,4.777872e-02,4.712174e-01,-7.323514e-01,-1.118326e-02,1.793009e-01,-2.393612e-01,0.0014
15.3900,DS_interstep,1,5.893622e-02,-1.386629e-01,5.076480e-01,5.295351e-01,-6.022383e-02,1.252014e-01,-4.867598e-01,4.747522e-02,4.718199e-01,-7.347485e-01,-1.118083e-02,1.790959e-01,-2.390304e-01,0.0014
15.4000,DS_interstep,1,5.825909e-02,-1.364635e-01,5.000766e-01,5.216254e-01,-5.955090e-02,1.230057e-01,-4.792031e-01,4.717510e-02,4.724113e-01,-7.371077e-01,-1.117867e-02,1.788911e-01,-2.387005e-01,0.0013
15.4100,DS_interstep,1,5.755209e-02,-1.343185e-01,4.925946e-01,5.138123e-01,-5.884761e-02,1.208643e-01,-4.717351e-01,4.687852e-02,4.729920e-01,-7.394294e-01,-1.117680e-02,1.786867e-01,-2.383715e-01,0.0013
15.4200,DS_interstep,1,5.682031e-02,-1.322246e-01,4.852034e-01,5.060970e-01,-5.811912e-02,1.187741e-01,-4.643575e-01,4.658559e-02,4.735622e-01,-7.417142e-01,-1.117519e-02,1.784825e-01,-2.380432e-01,0.0013
15.4300,DS_interstep,1,5.606824e-02,-1.301790e-01,4.779045e-01,4.984806e-01,-5.736998e-02,1.167323e-01,-4.570718e-01,4.629642e-02,4.741221e-01,-7.439624e-01,-1.117385e-02,1.782786e-01,-2.377158e-01,0.0013
15.4400,DS_interstep,1,5.529980e-02,-1.281791e-01,4.706993e-01,4.909642e-01,-5.660416e-02,1.147363e-01,-4.498793e-01,4.601109e-02,4.746721e-01,-7.461745e-01,-1.117276e-02,1.780750e-01,-2.373892e-01,0.0013
15.4500,DS_interstep,1,5.451843e-02,-1.262227e-01,4.635889e-01,4.835485e-01,-5.582513e-02,1.127838e-01,-4.427811e-01,4.572967e-02,4.752123e-01,-7.483511e-01,-1.117194e-02,1.778716e-01,-2.370634e-01,0.0012
15.4600,DS_interstep,1,5.372711e-02,-1.243078e-01,4.565742e-01,4.762342e-01,-5.503591e-02,1.108728e-01,-4.357783e-01,4.545222e-02,4.757428e-01,-7.504925e-01,-1.117137e-02,1.776686e-01,-2.367384e-01,0.0012
15.4700,DS_interstep,1,5.292844e-02,-1.224327e-01,4.496559e-01,4.690219e-01,-5.423911e-02,1.090014e-01,-4.288714e-01,4.517876e-02,4.762640e-01,-7.525993e-01,-1.117104e-02,1.774658e-01,-2.364142e-01,0.0012
15.4800,DS_interstep,1,5.212468e-02,-1.205956e-01,4.428346e-01,4.619121e-01,-5.343699e-02,1.071682e-01,-4.220613e-01,4.490932e-02,4.767761e-01,-7.546719e-01,-1.117096e-02,1.772633e-01,-2.360907e-01,0.0012
15.4900,DS_interstep,1,5.131778e-02,-1.187952e-01,4.361108e-01,4.549049e-01,-5.263153e-02,1.053717e-01,-4.153484e-01,4.464393e-02,4.772791e-01,-7.567108e-01,-1.117111e-02,1.770610e-01,-2.357680e-01,0.0012
15.5000,DS_interstep,1,5.050947e-02,-1.170302e-01,4.294846e-01,4.480004e-01,-5.182445e-02,1.036105e-01,-4.087328e-01,4.438258e-02,4.777732e-01,-7.587166e-01,-1.117150e-02,1.768590e-01,-2.354460e-01,0.0011
15.5100,DS_interstep,1,4.970124e-02,-1.152994e-01,4.229563e-01,4.411986e-01,-5.101727e-02,1.018835e-01,-4.022148e-01,4.412529e-02,4.782588e-01,-7.606897e-01,-1.117212e-02,1.766572e-01,-2.351248e-01,0.0011
15.5200,DS_interstep,1,4.889444e-02,-1.136016e-01,4.165256e-01,4.344993e-01,-5.021132e-02,1.001895e-01,-3.957942e-01,4.387203e-02,4.787358e-01,-7.626306e-01,-1.117297e-02,1.764557e-01,-2.348042e-01,0.0011
15.5300,DS_interstep,1,4.809026e-02,-1.119359e-01,4.101925e-01,4.279021e-01,-4.940782e-02,9.852751e-02,-3.894709e-01,4.362281e-02,4.792045e-01,-7.645397e-01,-1.117403e-02,1.762545e-01,-2.344844e-01,0.0011
15.5400,DS_interstep,1,4.728980e-02,-1.103012e-01,4.039564e-01,4.214065e-01,-4.860787e-02,9.689657e-02,-3.832446e-01,4.337759e-02,4.796650e-01,-7.664177e-01,-1.117532e-02,1.760534e-01,-2.341653e-01,0.0011
15.5500,DS_interstep,1,4.649406e-02,-1.086965e-01,3.978169e-01,4.150119e-01,-4.781248e-02,9.529569e-02,-3.771148e-01,4.313637e-02,4.801175e-01,-7.682649e-01,-1.117681e-02,1.758527e-01,-2.338469e-01,0.0011
15.5600,DS_interstep,1,4.570399e-02,-1.071210e-01,3.917733e-01,4.087176e-01,-4.702261e-02,9.372393e-02,-3.710807e-01,4.289911e-02,4.805621e-01,-7.700818e-01,-1.117852e-02,1.756521e-01,-2.335291e-01,0.0011
15.5700,DS_interstep,1,4.492047e-02,-1.055737e-01,3.858249e-01,4.025227e-01,-4.623915e-02,9.218037e-02,-3.651418e-01,4.266578e-02,4.809989e-01,-7.718690e-01,-1.118042e-02,1.754518e-01,-2.332120e-01,0.0010
15.5800,DS_interstep,1,4.414435e-02,-1.040536e-01,3.799709e-01,3.964262e-01,-4.546298e-02,9.066408e-02,-3.592972e-01,4.243633e-02,4.814282e-01,-7.736268e-01,-1.118253e-02,1.752518e-01,-2.328956e-01,0.0010
15.5900,DS_interstep,1,4.337645e-02,-1.025599e-01,3.742102e-01,3.904272e-01,-4.469493e-02,8.917415e-02,-3.535459e-01,4.221075e-02,4.818500e-01,-7.753558e-01,-1.118484e-02,1.750520e-01,-2.325798e-01,0.0010
15.6000,DS_interstep,1,4.261756e-02,-1.010916e-01,3.685419e-01,3.845243e-01,-4.393580e-02,8.770964e-02,-3.478869e-01,4.198896e-02,4.822644e-01,-7.770564e-01,-1.118734e-02,1.748523e-01,-2.322647e-01,0.0010
15.6100,DS_interstep,1,4.186843e-02,-9.964788e-02,3.629649e-01,3.787165e-01,-4.318637e-02,8.626965e-02,-3.423191e-01,4.177094e-02,4.826716e-01,-7.787291e-01,-1.119002e-02,1.746530e-01,-2.319502e-01,0.0010
15.6200,DS_interstep,1,4.112980e-02,-9.822770e-02,3.574778e-01,3.730024e-01,-4.244741e-02,8.485325e-02,-3.368413e-01,4.155662e-02,4.830717e-01,-7.803743e-01,-1.119289e-02,1.744538e-01,-2.316363e-01,0.0010
15.6300,DS_interstep,1,4.040239e-02,-9.683020e-02,3.520796e-01,3.673806e-01,-4.171965e-02,8.345951e-02,-3.314524e-01,4.134595e-02,4.834649e-01,-7.819925e-01,-1.119595e-02,1.742549e-01,-2.313230e-01,0.0010
15.6400,DS_interstep,1,3.968685e-02,-9.545445e-02,3.467690e-01,3.618499e-01,-4.100377e-02,8.208752e-02,-3.261510e-01,4.113887e-02,4.838511e-01,-7.835842e-01,-1.119918e-02,1.740561e-01,-2.310103e-01,0.0009
15.6500,DS_interstep,1,3.898384e-02,-9.409955e-02,3.415445e-01,3.564087e-01,-4.030045e-02,8.073637e-02,-3.209358e-01,4.093532e-02,4.842306e-01,-7.851496e-01,-1.120258e-02,1.738576e-01,-2.306983e-01,0.0009
15.6600,DS_interstep,1,3.829395e-02,-9.276463e-02,3.364049e-01,3.510555e-01,-3.961030e-02,7.940518e-02,-3.158054e-01,4.073523e-02,4.846034e-01,-7.866893e-01,-1.120616e-02,1.736593e-01,-2.303868e-01,0.0009
15.6700,DS_interstep,1,3.761773e-02,-9.144880e-02,3.313488e-01,3.457890e-01,-3.893389e-02,7.809306e-02,-3.107585e-01,4.053853e-02,4.849696e-01,-7.882038e-01,-1.120990e-02,1.734612e-01,-2.300759e-01,0.0009
15.6800,DS_interstep,1,3.695567e-02,-9.015123e-02,3.263748e-01,3.406075e-01,-3.827174e-02,7.679917e-02,-3.057937e-01,4.034515e-02,4.853294e-01,-7.896933e-01,-1.121381e-02,1.732633e-01,-2.297655e-01,0.0009
15.6900,DS_interstep,1,3.630822e-02,-8.887110e-02,3.214815e-01,3.355096e-01,-3.762431e-02,7.552270e-02,-3.009096e-01,4.015502e-02,4.856827e-01,-7.911583e-01,-1.121788e-02,1.730657e-01,-2.294558e-01,0.0009
15.7000,DS_interstep,1,3.567577e-02,-8.760765e-02,3.166674e-01,3.304937e-01,-3.699200e-02,7.426286e-02,-2.961046e-01,3.996805e-02,4.860297e-01,-7.925992e-01,-1.122210e-02,1.728682e-01,-2.291465e-01,0.0009
15.7100,DS_interstep,1,3.505862e-02,-8.636013e-02,3.119311e-01,3.255583e-01,-3.637514e-02,7.301891e-02,-2.913775e-01,3.978419e-02,4.863705e-01,-7.940164e-01,-1.122648e-02,1.726709e-01,-2.288379e-01,0.0009
15.7200,DS_interstep,1,3.445704e-02,-8.512784e-02,3.072713e-01,3.207018e-01,-3.577399e-02,7.179014e-02,-2.867267e-01,3.960333e-02,4.867051e-01,-7.954103e-01,-1.123101e-02,1.724738e-01,-2.285297e-01,0.0008
15.7300,DS_interstep,1,3.387120e-02,-8.391014e-02,3.026864e-01,3.159228e-01,-3.518876e-02,7.057589e-02,-2.821509e-01,3.942541e-02,4.870337e-01,-7.967813e-01,-1.123570e-02,1.722769e-01,-2.282221e-01,0.0008
15.7400,DS_interstep,1,3.330122e-02,-8.270642e-02,2.981752e-01,3.112198e-01,-3.461956e-02,6.937557e-02,-2.776486e-01,3.925035e-02,4.873562e-01,-7.981296e-01,-1.124052e-02,1.720802e-01,-2.279151e-01,0.0008
15.7500,DS_interstep,1,3.274715e-02,-8.151614e-02,2.937361e-01,3.065912e-01,-3.406645e-02,6.818861e-02,-2.732184e-01,3.907806e-02,4.876728e-01,-7.994558e-01,-1.124549e-02,1.718837e-01,-2.276085e-01,0.0008
15.7600,DS_interstep,1,3.220897e-02,-8.033878e-02,2.893678e-01,3.020356e-01,-3.352940e-02,6.701450e-02,-2.688589e-01,3.890847e-02,4.879834e-01,-8.007601e-01,-1.125061e-02,1.716874e-01,-2.273025e-01,0.0008
15.7700,DS_interstep,1,3.168659e-02,-7.917390e-02,2.850690e-01,2.975515e-01,-3.300835e-02,6.585279e-02,-2.645688e-01,3.874148e-02,4.882883e-01,-8.020428e-01,-1.125586e-02,1.714912e-01,-2.269969e-01,0.0008
15.7800,DS_interstep,1,3.117987e-02,-7.802110e-02,2.808383e-01,2.931375e-01,-3.250314e-02,6.470308e-02,-2.603467e-01,3.857704e-02,4.885874e-01,-8.033044e-01,-1.126124e-02,1.712952e-01,-2.266919e-01,0.0008
15.7900,DS_interstep,1,3.068861e-02,-7.688003e-02,2.766743e-01,2.887923e-01,-3.201356e-02,6.356500e-02,-2.561912e-01,3.841504e-02,4.888808e-01,-8.045452e-01,-1.126677e-02,1.710995e-01,-2.263873e-01,0.0008
15.8000,DS_interstep,1,3.021254e-02,-7.575039e-02,2.725757e-01,2.845144e-01,-3.153936e-02,6.243826e-02,-2.521011e-01,3.825543e-02,4.891685e-01,-8.057654e-01,-1.127242e-02,1.709039e-01,-2.260833e-01,0.0008
15.8100,DS_interstep,1,2.975137e-02,-7.463191e-02,2.685413e-01,2.803025e-01,-3.108022e-02,6.132260e-02,-2.480750e-01,3.809812e-02,4.894506e-01,-8.069655e-01,-1.127820e-02,1.707084e-01,-2.257797e-01,0.0007
15.8200,DS_interstep,1,2.930474e-02,-7.352439e-02,2.645698e-01,2.761553e-01,-3.063580e-02,6.021781e-02,-2.441117e-01,3.794304e-02,4.897273e-01,-8.081457e-01,-1.128411e-02,1.705132e-01,-2.254765e-01,0.0007
15.8300,DS_interstep,1,2.887228e-02,-7.242765e-02,2.606599e-01,2.720716e-01,-3.020570e-02,5.912370e-02,-2.402099e-01,3.779012e-02,4.899984e-01,-8.093063e-01,-1.129015e-02,1.703181e-01,-2.251739e-01,0.0007
15.8400,DS_interstep,1,2.845355e-02,-7.134157e-02,2.568104e-01,2.680500e-01,-2.978949e-02,5.804015e-02,-2.363685e-01,3.763929e-02,4.902641e-01,-8.104476e-01,-1.129631e-02,1.701232e-01,-2.248717e-01,0.0007
15.8500,DS_interstep,1,2.804813e-02,-7.026603e-02,2.530202e-01,2.640895e-01,-2.938672e-02,5.696705e-02,-2.325861e-01,3.749048e-02,4.905244e-01,-8.115700e-01,-1.130259e-02,1.699285e-01,-2.245699e-01,0.0007
15.8600,DS_interstep,1,2.765554e-02,-6.920098e-02,2.492881e-01,2.601887e-01,-2.899693e-02,5.590434e-02,-2.288618e-01,3.734363e-02,4.907794e-01,-8.126737e-01,-1.130899e-02,1.697339e-01,-2.242686e-01,0.0007
15.8700,DS_interstep,1,2.727531e-02,-6.814636e-02,2.456129e-01,2.563466e-01,-2.861961e-02,5.485198e-02,-2.251942e-01,3.719867e-02,4.910291e-01,-8.137590e-01,-1.131552e-02,1.695395e-01,-2.239678e-01,0.0007
15.8800,DS_interstep,1,2.690695e-02,-6.710217e-02,2.419935e-01,2.525620e-01,-2.825427e-02,5.380994e-02,-2.215824e-01,3.705554e-02,4.912736e-01,-8.148262e-01,-1.132215e-02,1.693452e-01,-2.236674e-01,0.0007
15.8900,DS_interstep,1,2.654996e-02,-6.606840e-02,2.384289e-01,2.488338e-01,-2.790042e-02,5.277824e-02,-2.180252e-01,3.691419e-02,4.915129e-01,-8.158755e-01,-1.132891e-02,1.691512e-01,-2.233674e-01,0.0007
15.9000,DS_interstep,1,2.620385e-02,-6.504507e-02,2.349180e-01,2.451611e-01,-2.755753e-02,5.175689e-02,-2.145215e-01,3.677456e-02,4.917471e-01,-8.169073e-01,-1.133577e-02,1.689572e-01,-2.230678e-01,0.0007
15.9100,DS_interstep,1,2.586814e-02,-6.403221e-02,2.314597e-01,2.415427e-01,-2.722513e-02,5.074592e-02,-2.110704e-01,3.663660e-02,4.919762e-01,-8.179218e-01,-1.134275e-02,1.687634e-01,-2.227687e-01,0.0006
15.9200,DS_interstep,1,2.554233e-02,-6.302987e-02,2.280532e-01,2.379778e-01,-2.690271e-02,4.974539e-02,-2.076709e-01,3.650026e-02,4.922004e-01,-8.189192e-01,-1.134984e-02,1.685698e-01,-2.224699e-01,0.0006
15.9300,DS_interstep,1,2.522596e-02,-6.203809e-02,2.246973e-01,2.344652e-01,-2.658979e-02,4.875534e-02,-2.043220e-01,3.636549e-02,4.924195e-01,-8.198999e-01,-1.135704e-02,1.683764e-01,-2.221716e-01,0.0006
15.9400,DS_interstep,1,2.491856e-02,-6.105692e-02,2.213911e-01,2.310041e-01,-2.628591e-02,4.777583e-02,-2.010227e-01,3.623225e-02,4.926338e-01,-8.208640e-01,-1.136435e-02,1.681830e-01,-2.218737e-01,0.0006
15.9500,DS_interstep,1,2.461969e-02,-6.008643e-02,2.181338e-01,2.275937e-01,-2.599060e-02,4.680692e-02,-1.977721e-01,3.610048e-02,4.928432e-01,-8.218118e-01,-1.137177e-02,1.679899e-01,-2.215762e-01,0.0006
15.9600,DS_interstep,1,2.432893e-02,-5.912667e-02,2.149244e-01,2.242329e-01,-2.570345e-02,4.584867e-02,-1.945693e-01,3.597017e-02,4.930478e-01,-8.227435e-01,-1.137929e-02,1.677969e-01,-2.212790e-01,0.0006
15.9700,DS_interstep,1,2.404585e-02,-5.817769e-02,2.117621e-01,2.209209e-01,-2.542402e-02,4.490113e-02,-1.914135e-01,3.584125e-02,4.932476e-01,-8.236594e-01,-1.138691e-02,1.676040e-01,-2.209823e-01,0.0006
15.9800,DS_interstep,1,2.377008e-02,-5.723955e-02,2.086460e-01,2.176570e-01,-2.515193e-02,4.396436e-02,-1.883038e-01,3.571370e-02,4.934428e-01,-8.245597e-01,-1.139464e-02,1.674113e-01,-2.206859e-01,0.0006
15.9900,DS_interstep,1,2.350124e-02,-5.631229e-02,2.055753e-01,2.144402e-01,-2.488679e-02,4.303842e-02,-1.852394e-01,3.558749e-02,4.936333e-01,-8.254446e-01,-1.140247e-02,1.672187e-01,-2.203899e-01,0.0006
16.0000,DS_interstep,1,2.323897e-02,-5.539596e-02,2.025492e-01,2.112699e-01,-2.462826e-02,4.212334e-02,-1.822195e-01,3.546257e-02,4.938192e-01,-8.263144e-01,-1.141040e-02,1.670262e-01,-2.200943e-01,0.0006
16.0100,DS_interstep,1,2.298294e-02,-5.449059e-02,1.995669e-01,2.081451e-01,-2.437598e-02,4.121916e-02,-1.792433e-01,3.533892e-02,4.940006e-01,-8.271693e-01,-1.141843e-02,1.668339e-01,-2.197991e-01,0.0006
16.0200,DS_interstep,1,2.273284e-02,-5.359621e-02,1.966277e-01,2.050653e-01,-2.412964e-02,4.032592e-02,-1.763100e-01,3.521651e-02,4.941775e-01,-8.280095e-01,-1.142656e-02,1.666417e-01,-2.195042e-01,0.0005
16.0300,DS_interstep,1,2.248837e-02,-5.271285e-02,1.937308e-01,2.020297e-01,-2.388894e-02,3.944364e-02,-1.734190e-01,3.509531e-02,4.943500e-01,-8.288352e-01,-1.143479e-02,1.664497e-01,-2.192096e-01,0.0005
16.0400,DS_interstep,1,2.224924e-02,-5.184051e-02,1.908755e-01,1.990375e-01,-2.365359e-02,3.857234e-02,-1.705695e-01,3.497529e-02,4.945182e-01,-8.296465e-01,-1.144311e-02,1.662578e-01,-2.189155e-01,0.0005
16.0500,DS_interstep,1,2.201521e-02,-5.097921e-02,1.880611e-01,1.960881e-01,-2.342334e-02,3.771202e-02,-1.677608e-01,3.485643e-02,4.946820e-01,-8.304438e-01,-1.145153e-02,1.660660e-01,-2.186216e-01,0.0005
16.0600,DS_interstep,1,2.178601e-02,-5.012894e-02,1.852870e-01,1.931808e-01,-2.319792e-02,3.686269e-02,-1.649923e-01,3.473870e-02,4.948416e-01,-8.312273e-01,-1.146004e-02,1.658744e-01,-2.183282e-01,0.0005
16.0700,DS_interstep,1,2.156141e-02,-4.928970e-02,1.825524e-01,1.903149e-01,-2.297710e-02,3.602435e-02,-1.622632e-01,3.462208e-02,4.949969e-01,-8.319970e-01,-1.146865e-02,1.656828e-01,-2.180350e-01,0.0005
16.0800,DS_interstep,1,2.134119e-02,-4.846148e-02,1.798568e-01,1.874898e-01,-2.276066e-02,3.519698e-02,-1.595729e-01,3.450655e-02,4.951482e-01,-8.327532e-01,-1.147734e-02,1.654915e-01,-2.177422e-01,0.0005
16.0900,DS_interstep,1,2.112514e-02,-4.764425e-02,1.771995e-01,1.847049e-01,-2.254838e-02,3.438057e-02,-1.569209e-01,3.439209e-02,4.952953e-01,-8.334962e-01,-1.148613e-02,1.653002e-01,-2.174497e-01,0.0005
16.1000,DS_interstep,1,2.091306e-02,-4.683800e-02,1.745799e-01,1.819596e-01,-2.234007e-02,3.357509e-02,-1.543065e-01,3.427867e-02,4.954384e-01,-8.342260e-01,-1.149501e-02,1.651090e-01,-2.171576e-01,0.0005
