t_s,theta_s_norm_deg,theta_s_x_deg,theta_s_y_deg,theta_s_z_deg,hw_x_Nms,hw_y_Nms,hw_z_Nms,omega_s_x_dps,omega_s_y_dps,omega_s_z_dps,omega_s_norm_dps
15.000,3.583204e-01,-5.811454e-03,2.080382e-01,-2.916845e-01,3.695541e-02,3.074804e-01,-3.219681e-01,-1.518058e-03,-2.609794e-02,4.213008e-02,4.958175e-02
15.030,3.568500e-01,-5.841830e-03,2.072658e-01,-2.904285e-01,4.276202e-02,3.246934e-01,-3.354512e-01,-8.284034e-04,-2.542764e-02,4.159725e-02,4.876046e-02
15.060,3.554030e-01,-5.853271e-03,2.065117e-01,-2.891884e-01,4.798169e-02,3.394474e-01,-3.499291e-01,-2.552317e-04,-2.487171e-02,4.106934e-02,4.801414e-02
15.090,3.539772e-01,-5.849440e-03,2.057727e-01,-2.879639e-01,5.236468e-02,3.519004e-01,-3.648951e-01,1.970035e-04,-2.441336e-02,4.055787e-02,4.733911e-02
15.120,3.525709e-01,-5.833680e-03,2.050464e-01,-2.867546e-01,5.592552e-02,3.624495e-01,-3.800772e-01,5.488483e-04,-2.402931e-02,4.006124e-02,4.671843e-02
15.150,3.511827e-01,-5.808661e-03,2.043307e-01,-2.855600e-01,5.878470e-02,3.715486e-01,-3.953244e-01,8.222425e-04,-2.369748e-02,3.957230e-02,4.613256e-02
15.180,3.498118e-01,-5.776485e-03,2.036244e-01,-2.843801e-01,6.105566e-02,3.795716e-01,-4.105461e-01,1.032734e-03,-2.340123e-02,3.908364e-02,4.556550e-02
15.210,3.484577e-01,-5.738870e-03,2.029266e-01,-2.832149e-01,6.281479e-02,3.867714e-01,-4.256757e-01,1.190782e-03,-2.312990e-02,3.859076e-02,4.500730e-02
15.240,3.471203e-01,-5.697275e-03,2.022367e-01,-2.820645e-01,6.411680e-02,3.933137e-01,-4.406545e-01,1.303496e-03,-2.287698e-02,3.809276e-02,4.445350e-02
15.270,3.457994e-01,-5.652985e-03,2.015541e-01,-2.809292e-01,6.500576e-02,3.993111e-01,-4.554257e-01,1.375618e-03,-2.263881e-02,3.759161e-02,4.390373e-02
15.300,3.444947e-01,-5.607164e-03,2.008784e-01,-2.798088e-01,6.551996e-02,4.048405e-01,-4.699339e-01,1.410609e-03,-2.241359e-02,3.709116e-02,4.336027e-02
15.330,3.432060e-01,-5.560876e-03,2.002094e-01,-2.787035e-01,6.569536e-02,4.099554e-01,-4.841260e-01,1.411685e-03,-2.220064e-02,3.659610e-02,4.282681e-02
15.360,3.419329e-01,-5.515084e-03,1.995465e-01,-2.776128e-01,6.556864e-02,4.146941e-01,-4.979520e-01,1.382507e-03,-2.199982e-02,3.611097e-02,4.230727e-02
15.390,3.406749e-01,-5.470631e-03,1.988895e-01,-2.765365e-01,6.517896e-02,4.190887e-01,-5.113715e-01,1.327411e-03,-2.181098e-02,3.563942e-02,4.180489e-02
15.420,3.394315e-01,-5.428221e-03,1.982379e-01,-2.754741e-01,6.456785e-02,4.231684e-01,-5.243548e-01,1.251286e-03,-2.163379e-02,3.518388e-02,4.132181e-02
15.450,3.382020e-01,-5.388405e-03,1.975915e-01,-2.744252e-01,6.377799e-02,4.269616e-01,-5.368825e-01,1.159243e-03,-2.146764e-02,3.474567e-02,4.085909e-02
15.480,3.369859e-01,-5.351583e-03,1.969500e-01,-2.733891e-01,6.285125e-02,4.304963e-01,-5.489442e-01,1.056229e-03,-2.131172e-02,3.432515e-02,4.041684e-02
15.510,3.357826e-01,-5.318015e-03,1.963129e-01,-2.723654e-01,6.182678e-02,4.337990e-01,-5.605369e-01,9.466796e-04,-2.116504e-02,3.392205e-02,3.999451e-02
15.540,3.345914e-01,-5.287836e-03,1.956802e-01,-2.713535e-01,6.073936e-02,4.368946e-01,-5.716631e-01,8.342745e-04,-2.102661e-02,3.353573e-02,3.959116e-02
15.570,3.334118e-01,-5.261086e-03,1.950514e-01,-2.703529e-01,5.961826e-02,4.398050e-01,-5.823290e-01,7.218363e-04,-2.089549e-02,3.316545e-02,3.920573e-02
15.600,3.322434e-01,-5.237733e-03,1.944265e-01,-2.693633e-01,5.848689e-02,4.425490e-01,-5.925433e-01,6.113514e-04,-2.077087e-02,3.281046e-02,3.883721e-02
15.630,3.310856e-01,-5.217694e-03,1.938053e-01,-2.683840e-01,5.736292e-02,4.451425e-01,-6.023168e-01,5.040889e-04,-2.065206e-02,3.247015e-02,3.848470e-02
15.660,3.299381e-01,-5.200859e-03,1.931875e-01,-2.674148e-01,5.625900e-02,4.475983e-01,-6.116613e-01,4.007679e-04,-2.053853e-02,3.214395e-02,3.814742e-02
15.690,3.288003e-01,-5.187103e-03,1.925731e-01,-2.664551e-01,5.518368e-02,4.499271e-01,-6.205901e-01,3.017300e-04,-2.042988e-02,3.183142e-02,3.782473e-02
15.720,3.276719e-01,-5.176294e-03,1.919619e-01,-2.655046e-01,5.414241e-02,4.521374e-01,-6.291171e-01,2.070878e-04,-2.032577e-02,3.153212e-02,3.751606e-02
15.750,3.265525e-01,-5.168297e-03,1.913537e-01,-2.645629e-01,5.313840e-02,4.542368e-01,-6.372570e-01,1.168326e-04,-2.022595e-02,3.124562e-02,3.722085e-02
15.780,3.254416e-01,-5.162981e-03,1.907485e-01,-2.636297e-01,5.217337e-02,4.562316e-01,-6.450249e-01,3.090196e-05,-2.013019e-02,3.097146e-02,3.693855e-02
15.810,3.243389e-01,-5.160215e-03,1.901460e-01,-2.627044e-01,5.124802e-02,4.581277e-01,-6.524362e-01,-5.078915e-05,-2.003828e-02,3.070913e-02,3.666860e-02
15.840,3.232442e-01,-5.159873e-03,1.895463e-01,-2.617869e-01,5.036235e-02,4.599302e-01,-6.595061e-01,-1.283399e-04,-1.995003e-02,3.045811e-02,3.641039e-02
15.870,3.221569e-01,-5.161831e-03,1.889492e-01,-2.608767e-01,4.951587e-02,4.616440e-01,-6.662499e-01,-2.018684e-04,-1.986523e-02,3.021786e-02,3.616334e-02
15.900,3.210769e-01,-5.165969e-03,1.883545e-01,-2.599736e-01,4.870764e-02,4.632735e-01,-6.726822e-01,-2.715205e-04,-1.978371e-02,2.998781e-02,3.592684e-02
15.930,3.200038e-01,-5.172172e-03,1.877623e-01,-2.590772e-01,4.793639e-02,4.648225e-01,-6.788172e-01,-3.374747e-04,-1.970529e-02,2.976743e-02,3.570032e-02
15.960,3.189373e-01,-5.180331e-03,1.871723e-01,-2.581873e-01,4.720049e-02,4.662949e-01,-6.846687e-01,-3.999423e-04,-1.962981e-02,2.955622e-02,3.548323e-02
15.990,3.178772e-01,-5.190344e-03,1.865846e-01,-2.573036e-01,4.649806e-02,4.676936e-01,-6.902497e-01,-4.591611e-04,-1.955713e-02,2.935368e-02,3.527508e-02
16.020,3.168232e-01,-5.202116e-03,1.859990e-01,-2.564259e-01,4.582702e-02,4.690216e-01,-6.955726e-01,-5.153849e-04,-1.948713e-02,2.915940e-02,3.507541e-02
16.050,3.157751e-01,-5.215560e-03,1.854155e-01,-2.555539e-01,4.518519e-02,4.702815e-01,-7.006490e-01,-5.688713e-04,-1.941971e-02,2.897295e-02,3.488382e-02
16.080,3.147326e-01,-5.230598e-03,1.848340e-01,-2.546873e-01,4.457036e-02,4.714756e-01,-7.054902e-01,-6.198697e-04,-1.935477e-02,2.879399e-02,3.469994e-02
16.110,3.136955e-01,-5.247157e-03,1.842544e-01,-2.538261e-01,4.398037e-02,4.726060e-01,-7.101066e-01,-6.686119e-04,-1.929224e-02,2.862218e-02,3.452342e-02
16.140,3.126636e-01,-5.265172e-03,1.836766e-01,-2.529698e-01,4.341320e-02,4.736748e-01,-7.145081e-01,-7.153056e-04,-1.923203e-02,2.845720e-02,3.435396e-02
16.170,3.116367e-01,-5.284584e-03,1.831006e-01,-2.521184e-01,4.286699e-02,4.746839e-01,-7.187042e-01,-7.601321e-04,-1.917409e-02,2.829876e-02,3.419127e-02
16.200,3.106147e-01,-5.305338e-03,1.825263e-01,-2.512717e-01,4.234006e-02,4.756352e-01,-7.227037e-01,-8.032461e-04,-1.911833e-02,2.814658e-02,3.403506e-02
16.230,3.095972e-01,-5.327383e-03,1.819536e-01,-2.504295e-01,4.183094e-02,4.765306e-01,-7.265150e-01,-8.447783e-04,-1.906470e-02,2.800040e-02,3.388508e-02
16.260,3.085842e-01,-5.350675e-03,1.813825e-01,-2.495915e-01,4.133835e-02,4.773721e-01,-7.301461e-01,-8.848388e-04,-1.901311e-02,2.785996e-02,3.374105e-02
16.290,3.075754e-01,-5.375168e-03,1.808130e-01,-2.487577e-01,4.086118e-02,4.781614e-01,-7.336045e-01,-9.235209e-04,-1.896350e-02,2.772503e-02,3.360275e-02
16.320,3.065707e-01,-5.400824e-03,1.802449e-01,-2.479279e-01,4.039845e-02,4.789005e-01,-7.368976e-01,-9.609049e-04,-1.891579e-02,2.759537e-02,3.346991e-02
16.350,3.055700e-01,-5.427602e-03,1.796782e-01,-2.471018e-01,3.994932e-02,4.795913e-01,-7.400320e-01,-9.970605e-04,-1.886992e-02,2.747077e-02,3.334233e-02
16.380,3.045730e-01,-5.455467e-03,1.791128e-01,-2.462794e-01,3.951305e-02,4.802356e-01,-7.430144e-01,-1.032049e-03,-1.882580e-02,2.735100e-02,3.321977e-02
16.410,3.035797e-01,-5.484384e-03,1.785488e-01,-2.454606e-01,3.908901e-02,4.808353e-01,-7.458511e-01,-1.065926e-03,-1.878337e-02,2.723588e-02,3.310203e-02
16.440,3.025899e-01,-5.514319e-03,1.779859e-01,-2.446451e-01,3.867661e-02,4.813921e-01,-7.485479e-01,-1.098738e-03,-1.874256e-02,2.712521e-02,3.298890e-02
16.470,3.016035e-01,-5.545242e-03,1.774243e-01,-2.438329e-01,3.827538e-02,4.819080e-01,-7.511107e-01,-1.130528e-03,-1.870329e-02,2.701881e-02,3.288020e-02
16.500,3.006202e-01,-5.577121e-03,1.768639e-01,-2.430238e-01,3.788485e-02,4.823845e-01,-7.535449e-01,-1.161332e-03,-1.866551e-02,2.691651e-02,3.277573e-02
16.530,2.996401e-01,-5.609927e-03,1.763046e-01,-2.422178e-01,3.750467e-02,4.828235e-01,-7.558558e-01,-1.191182e-03,-1.862915e-02,2.681815e-02,3.267533e-02
16.560,2.986631e-01,-5.643632e-03,1.757463e-01,-2.414146e-01,3.713449e-02,4.832266e-01,-7.580483e-01,-1.220104e-03,-1.859414e-02,2.672356e-02,3.257882e-02
16.590,2.976888e-01,-5.678206e-03,1.751891e-01,-2.406142e-01,3.677403e-02,4.835954e-01,-7.601275e-01,-1.248122e-03,-1.856042e-02,2.663259e-02,3.248603e-02
16.620,2.967174e-01,-5.713624e-03,1.746328e-01,-2.398165e-01,3.642303e-02,4.839315e-01,-7.620979e-01,-1.275255e-03,-1.852794e-02,2.654510e-02,3.239681e-02
16.650,2.957486e-01,-5.749859e-03,1.740775e-01,-2.390214e-01,3.608128e-02,4.842365e-01,-7.639640e-01,-1.301520e-03,-1.849663e-02,2.646095e-02,3.231100e-02
16.680,2.947824e-01,-5.786883e-03,1.735232e-01,-2.382287e-01,3.574857e-02,4.845118e-01,-7.657302e-01,-1.326933e-03,-1.846644e-02,2.637999e-02,3.222846e-02
16.710,2.938187e-01,-5.824673e-03,1.729697e-01,-2.374384e-01,3.542474e-02,4.847590e-01,-7.674006e-01,-1.351508e-03,-1.843731e-02,2.630209e-02,3.214904e-02
16.740,2.928574e-01,-5.863201e-03,1.724171e-01,-2.366504e-01,3.510960e-02,4.849793e-01,-7.689792e-01,-1.375258e-03,-1.840919e-02,2.622713e-02,3.207261e-02
16.770,2.918983e-01,-5.902445e-03,1.718653e-01,-2.358646e-01,3.480299e-02,4.851741e-01,-7.704700e-01,-1.398199e-03,-1.838202e-02,2.615499e-02,3.199902e-02
16.800,2.909415e-01,-5.942378e-03,1.713143e-01,-2.350810e-01,3.450477e-02,4.853447e-01,-7.718765e-01,-1.420344e-03,-1.835577e-02,2.608553e-02,3.192815e-02
16.830,2.899868e-01,-5.982978e-03,1.707641e-01,-2.342993e-01,3.421476e-02,4.854924e-01,-7.732025e-01,-1.441708e-03,-1.833039e-02,2.601866e-02,3.185988e-02
16.860,2.890342e-01,-6.024220e-03,1.702146e-01,-2.335197e-01,3.393282e-02,4.856183e-01,-7.744513e-01,-1.462305e-03,-1.830582e-02,2.595425e-02,3.179410e-02
16.890,2.880835e-01,-6.066082e-03,1.696659e-01,-2.327419e-01,3.365877e-02,4.857234e-01,-7.756263e-01,-1.482151e-03,-1.828203e-02,2.589221e-02,3.173068e-02
16.920,2.871348e-01,-6.108541e-03,1.691179e-01,-2.319660e-01,3.339246e-02,4.858090e-01,-7.767307e-01,-1.501262e-03,-1.825897e-02,2.583243e-02,3.166951e-02
16.950,2.861879e-01,-6.151576e-03,1.685705e-01,-2.311919e-01,3.313372e-02,4.858760e-01,-7.777675e-01,-1.519654e-03,-1.823661e-02,2.577481e-02,3.161051e-02
16.980,2.852428e-01,-6.195163e-03,1.680238e-01,-2.304194e-01,3.288239e-02,4.859254e-01,-7.787397e-01,-1.537342e-03,-1.821492e-02,2.571925e-02,3.155355e-02
17.010,2.842995e-01,-6.239284e-03,1.674778e-01,-2.296486e-01,3.263830e-02,4.859580e-01,-7.796502e-01,-1.554344e-03,-1.819385e-02,2.566567e-02,3.149856e-02
17.040,2.833578e-01,-6.283916e-03,1.669324e-01,-2.288793e-01,3.240126e-02,4.859748e-01,-7.805016e-01,-1.570676e-03,-1.817338e-02,2.561398e-02,3.144543e-02
17.070,2.824177e-01,-6.329040e-03,1.663876e-01,-2.281116e-01,3.217112e-02,4.859766e-01,-7.812966e-01,-1.586355e-03,-1.815347e-02,2.556410e-02,3.139408e-02
17.100,2.814792e-01,-6.374636e-03,1.658433e-01,-2.273453e-01,3.194769e-02,4.859642e-01,-7.820376e-01,-1.601398e-03,-1.813409e-02,2.551594e-02,3.134443e-02
17.130,2.805422e-01,-6.420686e-03,1.652997e-01,-2.265805e-01,3.173080e-02,4.859384e-01,-7.827272e-01,-1.615823e-03,-1.811522e-02,2.546943e-02,3.129639e-02
17.160,2.796066e-01,-6.467171e-03,1.647566e-01,-2.258170e-01,3.152027e-02,4.858997e-01,-7.833676e-01,-1.629647e-03,-1.809682e-02,2.542449e-02,3.124989e-02
17.190,2.786725e-01,-6.514072e-03,1.642140e-01,-2.250549e-01,3.131592e-02,4.858490e-01,-7.839609e-01,-1.642886e-03,-1.807888e-02,2.538106e-02,3.120486e-02
17.220,2.777398e-01,-6.561374e-03,1.636720e-01,-2.242940e-01,3.111759e-02,4.857868e-01,-7.845094e-01,-1.655558e-03,-1.806137e-02,2.533906e-02,3.116123e-02
17.250,2.768083e-01,-6.609057e-03,1.631305e-01,-2.235344e-01,3.092509e-02,4.857138e-01,-7.850150e-01,-1.667681e-03,-1.804427e-02,2.529843e-02,3.111892e-02
17.280,2.758782e-01,-6.657107e-03,1.625895e-01,-2.227759e-01,3.073825e-02,4.856305e-01,-7.854797e-01,-1.679271e-03,-1.802755e-02,2.525911e-02,3.107789e-02
17.310,2.749494e-01,-6.705507e-03,1.620490e-01,-2.220187e-01,3.055690e-02,4.855375e-01,-7.859054e-01,-1.690344e-03,-1.801120e-02,2.522103e-02,3.103806e-02
17.340,2.740217e-01,-6.754243e-03,1.615090e-01,-2.212625e-01,3.038086e-02,4.854352e-01,-7.862937e-01,-1.700918e-03,-1.799519e-02,2.518415e-02,3.099938e-02
17.370,2.730953e-01,-6.803298e-03,1.609695e-01,-2.205075e-01,3.020997e-02,4.853242e-01,-7.866465e-01,-1.711009e-03,-1.797951e-02,2.514841e-02,3.096179e-02
17.400,2.721699e-01,-6.852659e-03,1.604304e-01,-2.197535e-01,3.004407e-02,4.852049e-01,-7.869653e-01,-1.720632e-03,-1.796414e-02,2.511375e-02,3.092525e-02
17.430,2.712458e-01,-6.902312e-03,1.598918e-01,-2.190005e-01,2.988298e-02,4.850777e-01,-7.872517e-01,-1.729802e-03,-1.794907e-02,2.508012e-02,3.088970e-02
17.460,2.703227e-01,-6.952243e-03,1.593537e-01,-2.182485e-01,2.972657e-02,4.849432e-01,-7.875071e-01,-1.738536e-03,-1.793427e-02,2.504749e-02,3.085510e-02
17.490,2.694007e-01,-7.002440e-03,1.588160e-01,-2.174975e-01,2.957466e-02,4.848015e-01,-7.877330e-01,-1.746848e-03,-1.791974e-02,2.501580e-02,3.082140e-02
17.520,2.684797e-01,-7.052890e-03,1.582787e-01,-2.167474e-01,2.942711e-02,4.846532e-01,-7.879308e-01,-1.754752e-03,-1.790546e-02,2.498500e-02,3.078856e-02
17.550,2.675597e-01,-7.103580e-03,1.577418e-01,-2.159983e-01,2.928378e-02,4.844986e-01,-7.881016e-01,-1.762261e-03,-1.789142e-02,2.495507e-02,3.075653e-02
17.580,2.666407e-01,-7.154499e-03,1.572054e-01,-2.152500e-01,2.914452e-02,4.843380e-01,-7.882468e-01,-1.769391e-03,-1.787760e-02,2.492596e-02,3.072528e-02
17.610,2.657227e-01,-7.205636e-03,1.566693e-01,-2.145026e-01,2.900918e-02,4.841717e-01,-7.883675e-01,-1.776154e-03,-1.786399e-02,2.489763e-02,3.069477e-02
17.640,2.648056e-01,-7.256980e-03,1.561337e-01,-2.137560e-01,2.887765e-02,4.840001e-01,-7.884648e-01,-1.782562e-03,-1.785059e-02,2.487005e-02,3.066497e-02
17.670,2.638895e-01,-7.308520e-03,1.555985e-01,-2.130102e-01,2.874978e-02,4.838233e-01,-7.885399e-01,-1.788628e-03,-1.783737e-02,2.484317e-02,3.063584e-02
17.700,2.629742e-01,-7.360246e-03,1.550637e-01,-2.122652e-01,2.862545e-02,4.836417e-01,-7.885936e-01,-1.794365e-03,-1.782434e-02,2.481698e-02,3.060734e-02
17.730,2.620599e-01,-7.412148e-03,1.545292e-01,-2.115210e-01,2.850454e-02,4.834556e-01,-7.886271e-01,-1.799783e-03,-1.781148e-02,2.479144e-02,3.057946e-02
17.760,2.611464e-01,-7.464217e-03,1.539952e-01,-2.107776e-01,2.838692e-02,4.832651e-01,-7.886412e-01,-1.804895e-03,-1.779878e-02,2.476651e-02,3.055216e-02
17.790,2.602337e-01,-7.516445e-03,1.534615e-01,-2.100349e-01,2.827248e-02,4.830705e-01,-7.886368e-01,-1.809710e-03,-1.778624e-02,2.474218e-02,3.052541e-02
17.820,2.593219e-01,-7.568821e-03,1.529282e-01,-2.092929e-01,2.816112e-02,4.828721e-01,-7.886148e-01,-1.814241e-03,-1.777385e-02,2.471841e-02,3.049919e-02
17.850,2.584109e-01,-7.621337e-03,1.523952e-01,-2.085517e-01,2.805271e-02,4.826700e-01,-7.885760e-01,-1.818496e-03,-1.776159e-02,2.469518e-02,3.047347e-02
17.880,2.575007e-01,-7.673987e-03,1.518627e-01,-2.078111e-01,2.794716e-02,4.824644e-01,-7.885211e-01,-1.822486e-03,-1.774946e-02,2.467246e-02,3.044823e-02
17.910,2.565913e-01,-7.726760e-03,1.513305e-01,-2.070712e-01,2.784437e-02,4.822555e-01,-7.884509e-01,-1.826220e-03,-1.773746e-02,2.465023e-02,3.042345e-02
17.940,2.556826e-01,-7.779651e-03,1.507986e-01,-2.063319e-01,2.774424e-02,4.820434e-01,-7.883661e-01,-1.829707e-03,-1.772557e-02,2.462846e-02,3.039909e-02
17.970,2.547747e-01,-7.832651e-03,1.502671e-01,-2.055933e-01,2.764667e-02,4.818285e-01,-7.882673e-01,-1.832957e-03,-1.771380e-02,2.460715e-02,3.037516e-02
18.000,2.538676e-01,-7.885753e-03,1.497360e-01,-2.048553e-01,2.755157e-02,4.816107e-01,-7.881553e-01,-1.835979e-03,-1.770213e-02,2.458626e-02,3.035161e-02
18.030,2.529612e-01,-7.938952e-03,1.492052e-01,-2.041180e-01,2.745885e-02,4.813903e-01,-7.880305e-01,-1.838780e-03,-1.769056e-02,2.456577e-02,3.032844e-02
18.060,2.520555e-01,-7.992239e-03,1.486748e-01,-2.033812e-01,2.736843e-02,4.811674e-01,-7.878936e-01,-1.841368e-03,-1.767909e-02,2.454567e-02,3.030562e-02
18.090,2.511505e-01,-8.045610e-03,1.481447e-01,-2.026451e-01,2.728022e-02,4.809421e-01,-7.877452e-01,-1.843752e-03,-1.766771e-02,2.452594e-02,3.028315e-02
18.120,2.502463e-01,-8.099057e-03,1.476149e-01,-2.019095e-01,2.719415e-02,4.807146e-01,-7.875857e-01,-1.845939e-03,-1.765641e-02,2.450657e-02,3.026100e-02
18.150,2.493427e-01,-8.152576e-03,1.470855e-01,-2.011745e-01,2.711014e-02,4.804849e-01,-7.874158e-01,-1.847936e-03,-1.764519e-02,2.448753e-02,3.023916e-02
18.180,2.484398e-01,-8.206159e-03,1.465564e-01,-2.004401e-01,2.702811e-02,4.802533e-01,-7.872358e-01,-1.849750e-03,-1.763405e-02,2.446881e-02,3.021761e-02
18.300,2.423877e-01,-9.215549e-03,1.427979e-01,-1.956415e-01,-4.433644e-02,4.608756e-01,-8.833558e-01,-8.544306e-03,-1.808322e-02,2.117533e-02,2.912735e-02
18.600,2.349003e-01,-1.301687e-02,1.375002e-01,-1.900064e-01,-1.520734e-01,4.716419e-01,-1.035015e+00,-1.655987e-02,-1.705478e-02,1.666750e-02,2.903275e-02
18.900,2.291020e-01,-1.883667e-02,1.328276e-01,-1.857141e-01,-2.449050e-01,5.284850e-01,-1.188997e+00,-2.185529e-02,-1.399765e-02,1.217358e-02,2.866677e-02
19.200,2.254360e-01,-2.571040e-02,1.293702e-01,-1.828215e-01,-3.047511e-01,6.315760e-01,-1.344578e+00,-2.365139e-02,-8.987257e-03,7.230551e-03,2.631425e-02
19.500,2.243196e-01,-3.251693e-02,1.277071e-01,-1.815291e-01,-3.167456e-01,7.825199e-01,-1.503707e+00,-2.148747e-02,-2.095291e-03,1.440785e-03,2.163741e-02
19.800,2.260305e-01,-3.809045e-02,1.283253e-01,-1.821305e-01,-2.740544e-01,9.723277e-01,-1.668093e+00,-1.569847e-02,6.109208e-03,-5.469648e-03,1.771105e-02
20.100,2.307614e-01,-4.167412e-02,1.314631e-01,-1.850177e-01,-1.939804e-01,1.179817e+00,-1.847501e+00,-8.785581e-03,1.457610e-02,-1.390601e-02,2.197786e-02
20.400,2.388270e-01,-4.356587e-02,1.369918e-01,-1.907186e-01,-1.195401e-01,1.373643e+00,-2.061437e+00,-4.953515e-03,2.190558e-02,-2.430901e-02,3.309562e-02
20.700,2.505961e-01,-4.525408e-02,1.442810e-01,-1.998336e-01,-9.809798e-02,1.505260e+00,-2.327002e+00,-7.401611e-03,2.609093e-02,-3.656392e-02,4.552407e-02
21.000,2.659065e-01,-4.845693e-02,1.520963e-01,-2.126616e-01,-1.344146e-01,1.527511e+00,-2.611019e+00,-1.402224e-02,2.554351e-02,-4.854160e-02,5.661608e-02
21.300,2.836113e-01,-5.356006e-02,1.591808e-01,-2.285348e-01,-1.829170e-01,1.465282e+00,-2.815590e+00,-1.899523e-02,2.177841e-02,-5.620028e-02,6.319485e-02
21.600,3.016867e-01,-5.927562e-02,1.649622e-01,-2.455376e-01,-2.030235e-01,1.377561e+00,-2.868566e+00,-1.889537e-02,1.721582e-02,-5.672187e-02,6.221567e-02
21.900,3.189840e-01,-6.509858e-02,1.695303e-01,-2.622450e-01,-2.445979e-01,1.311611e+00,-2.889818e+00,-1.999518e-02,1.361833e-02,-5.469994e-02,5.981095e-02
22.200,3.352085e-01,-7.134217e-02,1.730015e-01,-2.781106e-01,-2.988820e-01,1.237399e+00,-2.886628e+00,-2.174558e-02,9.767739e-03,-5.129483e-02,5.656358e-02
22.500,3.502019e-01,-7.832586e-02,1.752566e-01,-2.929020e-01,-3.753252e-01,1.152215e+00,-2.890614e+00,-2.509802e-02,5.533826e-03,-4.771181e-02,5.419364e-02
22.800,3.641453e-01,-8.654719e-02,1.762412e-01,-3.066765e-01,-4.740468e-01,1.064722e+00,-2.915192e+00,-2.969980e-02,1.348119e-03,-4.440642e-02,5.343993e-02
23.100,3.771148e-01,-9.600144e-02,1.760301e-01,-3.193943e-01,-5.693223e-01,9.797187e-01,-2.924322e+00,-3.296284e-02,-2.444688e-03,-4.046185e-02,5.224640e-02
23.400,3.887589e-01,-1.059547e-01,1.747575e-01,-3.307067e-01,-6.364216e-01,8.981556e-01,-2.878907e+00,-3.303960e-02,-5.761625e-03,-3.498977e-02,4.846747e-02
23.700,3.984712e-01,-1.154075e-01,1.725685e-01,-3.401184e-01,-6.676904e-01,8.210304e-01,-2.768280e+00,-2.982298e-02,-8.596002e-03,-2.785069e-02,4.170087e-02
24.000,4.056280e-01,-1.234665e-01,1.696079e-01,-3.471646e-01,-6.647946e-01,7.490019e-01,-2.597919e+00,-2.393975e-02,-1.095991e-02,-1.929688e-02,3.264355e-02
24.300,4.097004e-01,-1.294540e-01,1.660133e-01,-3.514764e-01,-6.321702e-01,6.820739e-01,-2.377833e+00,-1.615035e-02,-1.288948e-02,-9.686816e-03,2.282120e-02
24.600,4.102993e-01,-1.329151e-01,1.619073e-01,-3.527962e-01,-5.749410e-01,6.196908e-01,-2.118931e+00,-7.178792e-03,-1.444397e-02,6.054487e-04,1.614093e-02
24.900,4.071927e-01,-1.335996e-01,1.573925e-01,-3.509767e-01,-4.983757e-01,5.610377e-01,-1.832056e+00,2.326798e-03,-1.569278e-02,1.121750e-02,1.942961e-02
25.200,4.003078e-01,-1.314374e-01,1.525496e-01,-3.459757e-01,-4.076768e-01,5.052740e-01,-1.527630e+00,1.180578e-02,-1.670419e-02,2.181076e-02,2.990177e-02
25.500,3.897237e-01,-1.265114e-01,1.474398e-01,-3.378475e-01,-3.078269e-01,4.516813e-01,-1.215418e+00,2.079028e-02,-1.753824e-02,3.207848e-02,4.205775e-02
25.800,3.756549e-01,-1.190294e-01,1.421072e-01,-3.267325e-01,-2.034607e-01,3.997340e-01,-9.043592e-01,2.890655e-02,-1.824364e-02,4.175115e-02,5.395904e-02
26.100,3.584313e-01,-1.092965e-01,1.365826e-01,-3.128457e-01,-9.877754e-02,3.491099e-01,-6.024679e-01,3.587178e-02,-1.885749e-02,5.059928e-02,6.482805e-02
26.400,3.384753e-01,-9.768877e-02,1.308872e-01,-2.964641e-01,2.528141e-03,2.996786e-01,-3.167570e-01,4.148921e-02,-1.940578e-02,5.843489e-02,7.424672e-02
26.700,3.162671e-01,-8.463017e-02,1.250360e-01,-2.779003e-01,9.717503e-02,2.514450e-01,-5.629137e-02,4.562493e-02,-1.990504e-02,6.519766e-02,8.202792e-02
27.000,2.924165e-01,-7.068669e-02,1.190322e-01,-2.575697e-01,1.716608e-01,2.039117e-01,1.480765e-01,4.710729e-02,-2.042967e-02,6.998028e-02,8.679693e-02
27.300,2.679072e-01,-5.683018e-02,1.128581e-01,-2.362364e-01,2.154311e-01,1.574016e-01,2.744009e-01,4.534183e-02,-2.100351e-02,7.205233e-02,8.768447e-02
27.600,2.436036e-01,-4.386377e-02,1.065180e-01,-2.146453e-01,2.346340e-01,1.143894e-01,3.361729e-01,4.135200e-02,-2.149123e-02,7.183736e-02,8.562983e-02
27.900,2.201569e-01,-3.232534e-02,1.000584e-01,-1.934230e-01,2.344758e-01,7.772702e-02,3.454548e-01,3.593230e-02,-2.175686e-02,6.972094e-02,8.139718e-02
28.200,1.980020e-01,-2.248822e-02,9.356425e-02,-1.730456e-01,2.243803e-01,4.947159e-02,3.235868e-01,3.020661e-02,-2.170049e-02,6.640879e-02,7.611490e-02
28.510,1.834408e-01,-1.652660e-02,8.918201e-02,-1.594490e-01,2.108920e-01,4.792256e-02,2.878812e-01,3.744644e-02,-6.493543e-04,6.137353e-02,7.189832e-02
28.540,1.817707e-01,-1.537666e-02,8.922741e-02,-1.576154e-01,2.138072e-01,8.496419e-02,2.511847e-01,3.529782e-02,-2.643418e-03,6.060213e-02,7.018221e-02
