t_s,omega_s_x_dps,omega_s_y_dps,omega_s_z_dps,hw_x_Nms,hw_y_Nms,hw_z_Nms,theta_s_x_deg,theta_s_y_deg,theta_s_z_deg,tau_w_x_Nm,tau_w_y_Nm,tau_w_z_Nm
26.000,3.369172e-02,-1.866123e-02,4.775396e-02,-1.334686e-01,3.658492e-01,-7.016264e-01,-1.127689e-01,1.384440e-01,-3.177667e-01,6.167192e-01,-2.828657e-01,1.994469e+00
26.200,3.790158e-02,-1.904652e-02,5.333183e-02,-6.446490e-02,3.325023e-01,-5.051135e-01,-1.056155e-01,1.347022e-01,-3.076472e-01,5.810946e-01,-2.750806e-01,1.891969e+00
26.400,4.148921e-02,-1.940578e-02,5.843489e-02,2.528141e-03,2.996786e-01,-3.167570e-01,-9.768877e-02,1.308872e-01,-2.964641e-01,5.373134e-01,-2.675020e-01,1.770803e+00
26.600,4.441867e-02,-1.974327e-02,6.306613e-02,6.657077e-02,2.673853e-01,-1.397643e-01,-8.911657e-02,1.270029e-01,-2.843111e-01,4.865702e-01,-2.595909e-01,1.633421e+00
26.800,4.656451e-02,-2.006903e-02,6.712966e-02,1.258717e-01,2.355683e-01,2.158827e-02,-8.003721e-02,1.230524e-01,-2.712869e-01,4.019456e-01,-2.508730e-01,1.425760e+00
27.000,4.710729e-02,-2.042967e-02,6.998028e-02,1.716608e-01,2.039117e-01,1.480765e-01,-7.068669e-02,1.190322e-01,-2.575697e-01,2.200785e-01,-2.450787e-01,9.937040e-01
27.200,4.622286e-02,-2.081501e-02,7.163517e-02,2.038552e-01,1.726489e-01,2.400821e-01,-6.138370e-02,1.149357e-01,-2.434104e-01,8.167522e-02,-2.363584e-01,6.310346e-01
27.400,4.421594e-02,-2.118227e-02,7.221572e-02,2.242893e-01,1.425446e-01,3.015618e-01,-5.237776e-02,1.107618e-01,-2.290347e-01,-3.341232e-02,-2.182284e-01,3.077515e-01
27.600,4.135200e-02,-2.149123e-02,7.183736e-02,2.346340e-01,1.143894e-01,3.361729e-01,-4.386377e-02,1.065180e-01,-2.146453e-01,-1.258052e-01,-1.911198e-01,2.476375e-02
27.800,3.785205e-02,-2.170074e-02,7.061290e-02,2.363475e-01,8.906605e-02,3.474243e-01,-3.598891e-02,1.022203e-01,-2.004222e-01,-1.974566e-01,-1.550935e-01,-2.179050e-01
28.000,3.397305e-02,-2.177504e-02,6.869213e-02,2.314010e-01,6.738372e-02,3.398832e-01,-2.885561e-02,9.789265e-02,-1.865209e-01,-2.347155e-01,-1.145784e-01,-3.947683e-01
28.200,3.020661e-02,-2.170049e-02,6.640879e-02,2.243803e-01,4.947159e-02,3.235868e-01,-2.248822e-02,9.356425e-02,-1.730456e-01,-2.261883e-01,-7.568257e-02,-4.683969e-01
28.400,2.657234e-02,-2.147071e-02,6.381530e-02,2.158101e-01,3.550598e-02,3.001451e-01,-1.685459e-02,8.926497e-02,-1.600597e-01,-2.269431e-01,-3.172969e-02,-5.471630e-01
28.600,2.651873e-02,-1.480131e-02,5.807606e-02,2.222142e-01,1.557415e-01,1.770570e-01,-1.359465e-02,8.857494e-02,-1.540522e-01,3.053833e-01,2.342462e+00,-2.472319e+00
28.800,2.714118e-02,-8.781063e-03,4.868613e-02,2.406262e-01,3.252847e-01,-7.062744e-02,-8.264503e-03,8.617490e-02,-1.433660e-01,1.301649e-01,1.334633e+00,-2.478544e+00
29.000,2.677511e-02,-5.581289e-03,4.112338e-02,2.361341e-01,4.174338e-01,-3.183959e-01,-2.794626e-03,8.478687e-02,-1.343859e-01,-2.423903e-01,5.907595e-01,-2.483199e+00
29.200,2.193459e-02,-4.420198e-03,3.299666e-02,1.873404e-01,4.468660e-01,-5.667000e-01,2.157596e-03,8.381845e-02,-1.269733e-01,-6.880768e-01,6.366496e-02,-2.490696e+00
29.400,1.481398e-02,-4.815990e-03,2.667899e-02,1.155285e-01,4.284126e-01,-7.471973e-01,5.823415e-03,8.292254e-02,-1.210995e-01,-6.419940e-01,-3.605950e-01,-1.014474e+00
29.600,9.910502e-03,-6.383126e-03,2.505927e-02,6.409774e-02,3.866208e-01,-7.958380e-01,8.266360e-03,8.180481e-02,-1.159643e-01,-4.155107e-01,-4.178922e-01,-2.185619e-01
29.800,6.691681e-03,-7.784455e-03,2.457151e-02,3.019033e-02,3.487088e-01,-8.068653e-01,9.911911e-03,8.038131e-02,-1.110100e-01,-2.767504e-01,-3.286056e-01,-5.472440e-02
30.000,4.599080e-03,-8.772560e-03,2.441832e-02,8.120808e-03,3.212743e-01,-8.077210e-01,1.103159e-02,7.871760e-02,-1.061145e-01,-1.743423e-01,-2.205570e-01,7.833310e-03
30.200,3.335912e-03,-9.379020e-03,2.437616e-02,-5.226678e-03,3.036221e-01,-8.049255e-01,1.182023e-02,7.689604e-02,-1.012363e-01,-1.009948e-01,-1.354785e-01,2.654293e-02
30.400,2.627331e-03,-9.715977e-03,2.435034e-02,-1.266098e-02,2.929519e-01,-8.012803e-01,1.241588e-02,7.498194e-02,-9.636394e-02,-5.420855e-02,-7.921046e-02,2.882176e-02
30.600,2.244870e-03,-9.883766e-03,2.431128e-02,-1.653844e-02,2.866461e-01,-7.976996e-01,1.290546e-02,7.301878e-02,-9.149793e-02,-2.768539e-02,-4.597315e-02,2.662583e-02
30.800,2.035477e-03,-9.955678e-03,2.425463e-02,-1.848696e-02,2.827993e-01,-7.943861e-01,1.333760e-02,7.103259e-02,-8.664152e-02,-1.387885e-02,-2.810264e-02,2.392901e-02
30.960,2.527745e-03,-8.669424e-03,2.037075e-02,-2.440705e-03,3.061360e-01,-8.569196e-01,1.390410e-02,6.865777e-02,-8.097556e-02,1.424150e-01,4.263300e-01,-1.000754e+00
31.160,2.571612e-03,-7.025663e-03,1.619034e-02,1.067611e-02,3.396710e-01,-9.303890e-01,1.442026e-02,6.709395e-02,-7.734711e-02,1.289162e-01,4.634434e-01,-9.179365e-01
31.360,2.210082e-03,-4.912996e-03,1.167789e-02,2.100321e-02,3.838551e-01,-1.012011e+00,1.490708e-02,6.590293e-02,-7.457637e-02,9.029701e-02,5.833599e-01,-1.030765e+00
31.560,1.604441e-03,-2.421396e-03,6.987471e-03,2.898658e-02,4.370841e-01,-1.099465e+00,1.529214e-02,6.517556e-02,-7.272880e-02,7.147519e-02,6.566057e-01,-1.048605e+00
31.760,8.893671e-04,4.292545e-04,2.137418e-03,3.561127e-02,4.990857e-01,-1.192292e+00,1.554373e-02,6.498138e-02,-7.183023e-02,6.307833e-02,7.507154e-01,-1.104089e+00
31.960,1.460203e-04,3.642345e-03,-2.934819e-03,4.176256e-02,5.707017e-01,-1.292315e+00,1.564774e-02,6.539538e-02,-7.192415e-02,6.544288e-02,8.271041e-01,-1.139224e+00
32.160,-5.017526e-04,7.097429e-03,-8.051166e-03,4.841538e-02,6.498320e-01,-1.395759e+00,1.561195e-02,6.647717e-02,-7.303592e-02,7.772040e-02,8.846126e-01,-1.140512e+00
32.360,-1.021272e-03,1.076042e-02,-1.321750e-02,5.630873e-02,7.362649e-01,-1.502446e+00,1.546026e-02,6.826936e-02,-7.517126e-02,9.606244e-02,9.528577e-01,-1.161535e+00
32.560,-1.384079e-03,1.454769e-02,-1.834337e-02,6.589890e-02,8.289070e-01,-1.610610e+00,1.521997e-02,7.080748e-02,-7.833542e-02,1.194936e-01,9.916021e-01,-1.135004e+00
32.760,-1.577543e-03,1.834386e-02,-2.328662e-02,7.740641e-02,9.255464e-01,-1.716876e+00,1.492475e-02,7.410342e-02,-8.250360e-02,1.418021e-01,1.012578e+00,-1.086303e+00
32.960,-1.639941e-03,2.208717e-02,-2.801321e-02,9.067843e-02,1.025060e+00,-1.820333e+00,1.460352e-02,7.815179e-02,-8.763557e-02,1.627794e-01,1.021525e+00,-1.025894e+00
33.160,-1.535656e-03,2.571182e-02,-3.241372e-02,1.059748e-01,1.126195e+00,-1.918688e+00,1.428530e-02,8.293570e-02,-9.367790e-02,1.860272e-01,1.015706e+00,-9.387482e-01
33.360,-1.250037e-03,2.917084e-02,-3.641441e-02,1.233576e-01,1.227832e+00,-2.010306e+00,1.400509e-02,8.842586e-02,-1.005567e-01,2.079722e-01,1.002956e+00,-8.435736e-01
33.560,-7.888443e-04,3.242884e-02,-3.996845e-02,1.426532e-01,1.329049e+00,-2.094319e+00,1.379778e-02,9.458588e-02,-1.081882e-01,2.269643e-01,9.767795e-01,-7.356788e-01
33.760,-1.610190e-04,3.543087e-02,-4.299996e-02,1.635049e-01,1.428331e+00,-2.169335e+00,1.369784e-02,1.013703e-01,-1.164754e-01,2.389124e-01,9.337052e-01,-6.178833e-01
33.960,5.609116e-04,3.808380e-02,-4.543039e-02,1.848977e-01,1.523042e+00,-2.233704e+00,1.373058e-02,1.087182e-01,-1.253059e-01,2.391759e-01,8.630972e-01,-4.840410e-01
34.160,1.343335e-03,4.034314e-02,-4.722483e-02,2.061981e-01,1.611648e+00,-2.286860e+00,1.391069e-02,1.165548e-01,-1.345557e-01,2.327804e-01,7.797683e-01,-3.500787e-01
34.360,2.156209e-03,4.217073e-02,-4.835737e-02,2.268219e-01,1.692720e+00,-2.328399e+00,1.424709e-02,1.247982e-01,-1.440961e-01,2.193809e-01,6.787017e-01,-2.095263e-01
34.560,2.962936e-03,4.350490e-02,-4.877438e-02,2.461169e-01,1.764164e+00,-2.357013e+00,1.474211e-02,1.333552e-01,-1.537887e-01,1.986973e-01,5.605366e-01,-6.404340e-02
34.760,3.723948e-03,4.433613e-02,-4.850685e-02,2.635427e-01,1.825126e+00,-2.373341e+00,1.539065e-02,1.421262e-01,-1.634936e-01,1.721956e-01,4.364432e-01,6.911184e-02
34.960,4.397714e-03,4.461732e-02,-4.753222e-02,2.784537e-01,1.873894e+00,-2.376786e+00,1.617961e-02,1.510072e-01,-1.730738e-01,1.381334e-01,2.867078e-01,2.178504e-01
35.160,4.951212e-03,4.429490e-02,-4.582698e-02,2.903153e-01,1.908427e+00,-2.366342e+00,1.708838e-02,1.598815e-01,-1.823836e-01,1.003805e-01,1.290320e-01,3.596538e-01
35.360,5.350669e-03,4.338915e-02,-4.347912e-02,2.987505e-01,1.928520e+00,-2.343688e+00,1.809012e-02,1.686305e-01,-1.912863e-01,5.919056e-02,-2.630314e-02,4.781656e-01
35.560,5.565383e-03,4.185476e-02,-4.045869e-02,3.031440e-01,1.932492e+00,-2.308158e+00,1.915130e-02,1.771344e-01,-1.996528e-01,1.219465e-02,-2.052464e-01,6.133737e-01
35.760,5.595441e-03,3.972987e-02,-3.684838e-02,3.034469e-01,1.920507e+00,-2.261123e+00,2.023566e-02,1.852696e-01,-2.073547e-01,-3.321784e-02,-3.675393e-01,7.161498e-01
35.960,5.437141e-03,3.703858e-02,-3.271055e-02,2.995463e-01,1.892620e+00,-2.203746e+00,2.130717e-02,1.929230e-01,-2.142839e-01,-8.143276e-02,-5.413833e-01,8.193568e-01
36.160,5.091058e-03,3.375405e-02,-2.801649e-02,2.911160e-01,1.847568e+00,-2.135396e+00,2.232821e-02,1.999767e-01,-2.203297e-01,-1.284555e-01,-7.103830e-01,9.118936e-01
36.360,4.599656e-03,2.998198e-02,-2.291254e-02,2.787124e-01,1.787328e+00,-2.058798e+00,2.326669e-02,2.063227e-01,-2.253958e-01,-1.686653e-01,-8.537304e-01,9.706114e-01
36.560,3.974092e-03,2.574002e-02,-1.741171e-02,2.622517e-01,1.711920e+00,-1.974446e+00,2.409609e-02,2.118682e-01,-2.294052e-01,-2.123760e-01,-1.009157e+00,1.036170e+00
36.760,3.263061e-03,2.109381e-02,-1.157403e-02,2.421860e-01,1.622458e+00,-1.883465e+00,2.479426e-02,2.165232e-01,-2.322816e-01,-2.454528e-01,-1.132206e+00,1.073249e+00
36.960,2.526054e-03,1.618019e-02,-5.553855e-03,2.194307e-01,1.521948e+00,-1.788675e+00,2.535173e-02,2.202221e-01,-2.339747e-01,-2.706599e-01,-1.225492e+00,1.080996e+00
37.160,1.766974e-03,1.100607e-02,6.744018e-04,1.938515e-01,1.410393e+00,-1.690014e+00,2.576397e-02,2.229133e-01,-2.344467e-01,-2.971100e-01,-1.321695e+00,1.094665e+00
37.360,1.062359e-03,5.718018e-03,6.959643e-03,1.666756e-01,1.291145e+00,-1.589853e+00,2.603440e-02,2.245577e-01,-2.336691e-01,-3.070875e-01,-1.367152e+00,1.071385e+00
37.560,4.349932e-04,4.301078e-04,1.317967e-02,1.385878e-01,1.167027e+00,-1.490362e+00,2.617837e-02,2.251478e-01,-2.316467e-01,-3.176521e-01,-1.400221e+00,1.034320e+00
37.760,-1.209248e-04,-4.840776e-03,1.934024e-02,1.095768e-01,1.038526e+00,-1.391643e+00,2.620814e-02,2.246821e-01,-2.283881e-01,-3.181178e-01,-1.406910e+00,9.904683e-01
37.960,-5.390841e-04,-9.900770e-03,2.521319e-02,8.128075e-02,9.104883e-01,-1.296818e+00,2.614609e-02,2.231842e-01,-2.239278e-01,-3.043305e-01,-1.360681e+00,9.066152e-01
38.160,-9.009444e-04,-1.464285e-02,3.057875e-02,5.358803e-02,7.858821e-01,-1.210420e+00,2.601329e-02,2.207087e-01,-2.183454e-01,-2.993467e-01,-1.289673e+00,7.633560e-01
38.360,-1.217989e-03,-1.893824e-02,3.523627e-02,2.712222e-02,6.682923e-01,-1.136008e+00,2.581645e-02,2.173316e-01,-2.117639e-01,-2.791496e-01,-1.175634e+00,6.025455e-01
38.560,-1.475066e-03,-2.263477e-02,3.898823e-02,3.011434e-03,5.619013e-01,-1.076185e+00,2.556667e-02,2.131579e-01,-2.043438e-01,-2.494665e-01,-1.018046e+00,4.103023e-01
38.760,-1.716047e-03,-2.559000e-02,4.167544e-02,-1.821009e-02,4.706831e-01,-1.033270e+00,2.527287e-02,2.083216e-01,-1.962845e-01,-2.241370e-01,-8.168887e-01,2.191636e-01
38.960,-2.134603e-03,-2.766639e-02,4.336474e-02,-3.833511e-02,3.984775e-01,-1.006282e+00,2.491469e-02,2.029869e-01,-1.877946e-01,-2.065171e-01,-5.975010e-01,5.745347e-02
39.160,-2.435904e-03,-2.893987e-02,4.432624e-02,-5.455415e-02,3.440668e-01,-9.868763e-01,2.448259e-02,1.973238e-01,-1.790459e-01,-1.517844e-01,-4.034352e-01,-4.777886e-03
39.360,-2.510201e-03,-2.949369e-02,4.466876e-02,-6.561450e-02,3.059608e-01,-9.718970e-01,2.401435e-02,1.914831e-01,-1.701694e-01,-9.192488e-02,-2.262096e-01,-4.825152e-02
39.560,-2.348328e-03,-2.942294e-02,4.448502e-02,-7.139388e-02,2.824031e-01,-9.597182e-01,2.355650e-02,1.855984e-01,-1.612787e-01,-3.483661e-02,-7.105172e-02,-7.734690e-02
39.760,-1.985875e-03,-2.882597e-02,4.385614e-02,-7.231935e-02,2.715053e-01,-9.495219e-01,2.315219e-02,1.797840e-01,-1.524704e-01,1.513498e-02,5.979706e-02,-9.672771e-02
39.960,-1.475466e-03,-2.780488e-02,4.286172e-02,-6.908974e-02,2.712055e-01,-9.407623e-01,2.283562e-02,1.741345e-01,-1.438250e-01,5.573139e-02,1.652887e-01,-1.096648e-01
40.200,8.522979e-05,-2.766797e-02,4.378626e-02,-3.332546e-02,2.508773e-01,-8.499627e-01,2.392170e-02,1.688557e-01,-1.373204e-01,6.556674e-02,5.383352e-01,1.145021e+00
40.400,2.817357e-03,-2.197395e-02,4.674843e-02,-6.890781e-04,3.725496e-01,-7.618201e-01,2.404247e-02,1.639502e-01,-1.281408e-01,4.110256e-01,1.137728e+00,-1.201661e-01
40.600,5.055458e-03,-1.938796e-02,4.500312e-02,2.290835e-02,4.445886e-01,-8.188847e-01,2.491076e-02,1.598436e-01,-1.189290e-01,1.083249e-01,4.768651e-01,-7.990731e-01
40.800,5.017294e-03,-1.806024e-02,4.189022e-02,2.423523e-02,4.763668e-01,-9.033168e-01,2.596757e-02,1.561099e-01,-1.102384e-01,-5.022790e-02,2.076681e-01,-8.377909e-01
41.000,4.180002e-03,-1.744372e-02,3.923993e-02,1.670199e-02,4.889777e-01,-9.759395e-01,2.691177e-02,1.525640e-01,-1.021403e-01,-8.335413e-02,8.028116e-02,-6.304592e-01
41.200,3.412059e-03,-1.714895e-02,3.736711e-02,9.030013e-03,4.936080e-01,-1.026762e+00,2.768776e-02,1.491042e-01,-9.449311e-02,-6.777392e-02,3.237533e-02,-4.252259e-01
41.400,2.853756e-03,-1.697362e-02,3.608345e-02,3.334512e-03,4.952668e-01,-1.060154e+00,2.832991e-02,1.456895e-01,-8.715741e-02,-4.777880e-02,1.411655e-02,-2.808994e-01
41.600,2.454769e-03,-1.684501e-02,3.516688e-02,-6.740799e-04,4.956125e-01,-1.081942e+00,2.887661e-02,1.423046e-01,-8.003882e-02,-3.413935e-02,3.739911e-03,-1.876178e-01
41.800,2.152651e-03,-1.674717e-02,3.448415e-02,-3.608401e-03,4.950471e-01,-1.096149e+00,2.935318e-02,1.389423e-01,-7.307856e-02,-2.564058e-02,-4.411697e-03,-1.252979e-01
42.000,1.913434e-03,-1.667316e-02,3.396126e-02,-5.846965e-03,4.937776e-01,-1.105153e+00,2.977529e-02,1.355971e-01,-6.623796e-02,-1.980559e-02,-1.038941e-02,-8.138808e-02
42.200,1.721658e-03,-1.661504e-02,3.355406e-02,-7.571897e-03,4.920393e-01,-1.110427e+00,3.015386e-02,1.322650e-01,-5.948980e-02,-1.520427e-02,-1.395865e-02,-4.951043e-02
42.400,1.569379e-03,-1.656509e-02,3.323164e-02,-8.876851e-03,4.900542e-01,-1.112989e+00,3.049758e-02,1.289435e-01,-5.281417e-02,-1.136843e-02,-1.557832e-02,-2.639866e-02
42.600,1.450038e-03,-1.651781e-02,3.297043e-02,-9.833622e-03,4.879787e-01,-1.113602e+00,3.081373e-02,1.256317e-01,-4.619657e-02,-8.226597e-03,-1.598736e-02,-9.893722e-03
42.800,1.357121e-03,-1.647016e-02,3.275254e-02,-1.051096e-02,4.858998e-01,-1.112834e+00,3.110827e-02,1.223293e-01,-3.962664e-02,-5.754157e-03,-1.579993e-02,1.723938e-03
43.000,1.284599e-03,-1.642086e-02,3.256492e-02,-1.097233e-02,4.838556e-01,-1.111099e+00,3.138590e-02,1.190366e-01,-3.309710e-02,-3.871735e-03,-1.538974e-02,9.845036e-03
43.180,-2.533999e-03,-1.736895e-02,2.799327e-02,-5.456036e-02,4.449947e-01,-1.236995e+00,3.140162e-02,1.144846e-01,-2.475402e-02,-4.750176e-01,-2.839951e-01,-1.599472e+00
43.380,-5.929346e-03,-1.737432e-02,2.351022e-02,-1.017602e-01,4.311378e-01,-1.388308e+00,3.056250e-02,1.109953e-01,-1.962850e-02,-5.328485e-01,6.643885e-02,-1.972961e+00
43.580,-8.919747e-03,-1.601280e-02,1.871611e-02,-1.487717e-01,4.514263e-01,-1.559412e+00,2.906723e-02,1.076505e-01,-1.544704e-02,-4.660246e-01,4.367633e-01,-2.041830e+00
43.780,-1.118282e-02,-1.312420e-02,1.363089e-02,-1.891508e-01,5.106347e-01,-1.738660e+00,2.704928e-02,1.047368e-01,-1.225054e-02,-3.635326e-01,8.546824e-01,-2.080725e+00
43.980,-1.260280e-02,-8.665267e-03,8.136540e-03,-2.192570e-01,6.112801e-01,-1.922250e+00,2.466763e-02,1.025639e-01,-1.010796e-02,-2.297046e-01,1.290935e+00,-2.084579e+00
44.180,-1.304624e-02,-2.729164e-03,2.232909e-03,-2.356225e-01,7.529449e-01,-2.104628e+00,2.210497e-02,1.014392e-01,-9.101718e-03,-6.549473e-02,1.695044e+00,-2.022178e+00
44.380,-1.243322e-02,4.291856e-03,-3.991930e-03,-2.357052e-01,9.280396e-01,-2.278983e+00,1.956420e-02,1.016202e-01,-9.304485e-03,1.206955e-01,1.987369e+00,-1.876296e+00
44.580,-1.089282e-02,1.180616e-02,-1.049109e-02,-2.191533e-01,1.123392e+00,-2.439805e+00,1.724642e-02,1.032620e-01,-1.077252e-02,2.955089e-01,2.127360e+00,-1.680241e+00
44.780,-9.913946e-03,1.858194e-02,-1.790497e-02,-2.007586e-01,1.309229e+00,-2.607203e+00,1.521241e-02,1.063408e-01,-1.360588e-02,2.163064e-01,1.914366e+00,-1.901696e+00
44.980,-9.878708e-03,2.418455e-02,-2.625957e-02,-1.857104e-01,1.474100e+00,-2.782861e+00,1.326156e-02,1.106480e-01,-1.802443e-02,2.133016e-01,1.646630e+00,-1.821573e+00
45.180,-1.025953e-02,2.875303e-02,-3.505923e-02,-1.688816e-01,1.618491e+00,-2.947200e+00,1.126671e-02,1.159642e-01,-2.415858e-02,2.483797e-01,1.379649e+00,-1.588196e+00
45.380,-1.093630e-02,3.213276e-02,-4.402637e-02,-1.509770e-01,1.735465e+00,-3.094916e+00,9.172847e-03,1.220769e-01,-3.205926e-02,2.123059e-01,9.906730e-01,-1.463464e+00
45.580,-1.337565e-02,3.295504e-02,-5.361971e-02,-1.536465e-01,1.788930e+00,-3.263935e+00,6.781107e-03,1.286147e-01,-4.180161e-02,-9.918448e-02,1.675850e-01,-1.862104e+00
45.780,-1.721914e-02,3.064832e-02,-6.293410e-02,-1.817344e-01,1.761208e+00,-3.453900e+00,3.725925e-03,1.349854e-01,-5.345975e-02,-3.073577e-01,-7.004879e-01,-1.861963e+00
45.980,-2.102929e-02,2.587004e-02,-7.033878e-02,-2.234291e-01,1.665023e+00,-3.622157e+00,-1.221346e-04,1.406209e-01,-6.681651e-02,-3.792713e-01,-1.330724e+00,-1.423248e+00
46.180,-2.415287e-02,1.972525e-02,-7.500923e-02,-2.701611e-01,1.528021e+00,-3.746359e+00,-4.662029e-03,1.451425e-01,-8.137346e-02,-4.173647e-01,-1.631757e+00,-9.923664e-01
46.380,-2.548771e-02,1.359542e-02,-7.593923e-02,-3.078249e-01,1.386854e+00,-3.795809e+00,-9.660357e-03,1.484252e-01,-9.649106e-02,-2.634957e-01,-1.556389e+00,-1.617774e-01
46.580,-2.657257e-02,8.706351e-03,-7.505801e-02,-3.470668e-01,1.272876e+00,-3.824472e+00,-1.485918e-02,1.505935e-01,-1.115712e-01,-3.501602e-01,-1.134886e+00,-9.235845e-02
46.780,-2.855764e-02,4.724612e-03,-7.412813e-02,-3.980464e-01,1.179098e+00,-3.869390e+00,-2.036206e-02,1.518987e-01,-1.264503e-01,-4.973554e-01,-9.956041e-01,-4.289006e-01
46.980,-3.112976e-02,1.204743e-03,-7.345470e-02,-4.593626e-01,1.094252e+00,-3.938390e+00,-2.633347e-02,1.524600e-01,-1.411799e-01,-5.723634e-01,-9.016976e-01,-6.277664e-01
47.180,-3.358113e-02,-1.878959e-03,-7.254340e-02,-5.243537e-01,1.017193e+00,-4.014522e+00,-3.281637e-02,1.523644e-01,-1.557635e-01,-5.639639e-01,-8.128279e-01,-5.895702e-01
47.380,-3.529438e-02,-4.607826e-03,-7.081919e-02,-5.858417e-01,9.458312e-01,-4.075672e+00,-3.971805e-02,1.516911e-01,-1.700902e-01,-4.842602e-01,-7.500055e-01,-3.183258e-01
47.580,-3.583236e-02,-7.047260e-03,-6.783327e-02,-6.374102e-01,8.787986e-01,-4.101908e+00,-4.684192e-02,1.505033e-01,-1.839464e-01,-3.478606e-01,-6.974162e-01,1.369676e-01
47.780,-3.503692e-02,-9.221787e-03,-6.340579e-02,-6.753304e-01,8.157754e-01,-4.082993e+00,-5.393220e-02,1.488559e-01,-1.970549e-01,-1.910811e-01,-6.445503e-01,6.527859e-01
47.980,-3.295931e-02,-1.113340e-02,-5.756894e-02,-6.984174e-01,7.569293e-01,-4.017571e+00,-6.072620e-02,1.468016e-01,-2.091277e-01,-3.541734e-02,-5.888268e-01,1.155409e+00
48.180,-2.974332e-02,-1.277742e-02,-5.046753e-02,-7.068305e-01,7.025298e-01,-3.908385e+00,-6.698281e-02,1.443940e-01,-2.198967e-01,1.093811e-01,-5.309005e-01,1.612070e+00
48.380,-2.556918e-02,-1.415201e-02,-4.235183e-02,-7.014057e-01,6.527910e-01,-3.758121e+00,-7.249385e-02,1.416873e-01,-2.291378e-01,2.384553e-01,-4.719768e-01,2.007964e+00
48.580,-2.063342e-02,-1.526276e-02,-3.343624e-02,-6.833175e-01,6.077788e-01,-3.571996e+00,-7.708915e-02,1.387355e-01,-2.366717e-01,3.497933e-01,-4.139780e-01,2.337806e+00
48.780,-1.529077e-02,-1.617679e-02,-2.407880e-02,-6.554360e-01,5.663043e-01,-3.363495e+00,-8.064599e-02,1.355869e-01,-2.423645e-01,3.972121e-01,-3.797154e-01,2.428698e+00
48.980,-1.003204e-02,-1.696803e-02,-1.491583e-02,-6.229911e-01,5.269683e-01,-3.150214e+00,-8.314614e-02,1.322712e-01,-2.462093e-01,4.259892e-01,-3.510124e-01,2.450461e+00
49.180,-4.846521e-03,-1.761535e-02,-5.928139e-03,-5.857993e-01,4.904342e-01,-2.931161e+00,-8.460506e-02,1.288147e-01,-2.482440e-01,4.518232e-01,-3.121301e-01,2.475447e+00
49.380,1.559726e-04,-1.808504e-02,2.883626e-03,-5.449622e-01,4.576956e-01,-2.706707e+00,-8.504766e-02,1.252500e-01,-2.485034e-01,4.635852e-01,-2.655082e-01,2.492445e+00
49.580,4.964474e-03,-1.837983e-02,1.152792e-02,-5.007238e-01,4.288946e-01,-2.477193e+00,-8.451457e-02,1.216129e-01,-2.470234e-01,4.805515e-01,-2.209418e-01,2.500000e+00
49.780,9.603526e-03,-1.850373e-02,2.004673e-02,-4.529331e-01,4.040389e-01,-2.243790e+00,-8.304149e-02,1.179375e-01,-2.438332e-01,4.988630e-01,-1.763965e-01,2.500000e+00
49.980,1.409046e-02,-1.845949e-02,2.845145e-02,-4.015759e-01,3.831398e-01,-2.006844e+00,-8.066042e-02,1.142573e-01,-2.389561e-01,5.177217e-01,-1.325197e-01,2.500000e+00
50.180,1.843727e-02,-1.825183e-02,3.674383e-02,-3.467077e-01,3.661475e-01,-1.766408e+00,-7.740049e-02,1.106051e-01,-2.324150e-01,5.364446e-01,-9.002583e-02,2.500000e+00
50.380,2.265092e-02,-1.788837e-02,4.492543e-02,-2.884316e-01,3.529449e-01,-1.522536e+00,-7.328891e-02,1.070126e-01,-2.242321e-01,5.544681e-01,-4.957804e-02,2.500000e+00
50.580,2.673340e-02,-1.737979e-02,5.299619e-02,-2.268986e-01,3.433578e-01,-1.275280e+00,-6.835215e-02,1.035091e-01,-2.144295e-01,5.716135e-01,-1.197845e-02,2.500000e+00
50.780,3.068581e-02,-1.674070e-02,6.096601e-02,-1.622547e-01,3.371281e-01,-1.024856e+00,-6.261625e-02,1.001218e-01,-2.030285e-01,5.875310e-01,2.216899e-02,2.500000e+00
50.980,3.450189e-02,-1.598774e-02,6.892068e-02,-9.466686e-02,3.339398e-01,-7.739569e-01,-5.610789e-02,9.687444e-02,-1.900376e-01,6.018952e-01,5.230236e-02,2.500000e+00
51.180,3.817613e-02,-1.514047e-02,7.688356e-02,-2.434236e-02,3.334270e-01,-5.233090e-01,-4.885486e-02,9.378725e-02,-1.754554e-01,6.144572e-01,7.789788e-02,2.500000e+00
51.380,4.167453e-02,-1.424225e-02,8.478015e-02,4.828239e-02,3.348143e-01,-2.729116e-01,-4.088657e-02,9.087561e-02,-1.592816e-01,6.084698e-01,7.779103e-02,2.500000e+00
51.580,4.439924e-02,-1.347129e-02,9.126511e-02,1.161760e-01,3.344290e-01,-3.011960e-02,-3.229127e-02,8.813091e-02,-1.416526e-01,5.102346e-01,4.668091e-02,2.283557e+00
51.780,4.621228e-02,-1.288267e-02,9.660567e-02,1.769492e-01,3.308622e-01,1.815090e-01,-2.325058e-02,8.551927e-02,-1.228508e-01,4.215868e-01,8.119484e-03,1.923277e+00
51.980,4.695297e-02,-1.253007e-02,1.005978e-01,2.282311e-01,3.226627e-01,3.523158e-01,-1.394939e-02,8.299976e-02,-1.031074e-01,2.686034e-01,-4.289663e-02,1.333793e+00
